UserId,ContinentId,RegionId,CountryId,CityId
412,5,12,27,44
413,1,1,2,6
414,3,8,20,37
415,4,10,23,40
416,3,7,17,33
417,4,9,22,39
418,4,10,23,40
419,2,4,10,21
420,1,1,1,2
421,2,4,11,22
422,1,2,4,10
423,1,1,2,6
424,1,1,2,6
425,3,7,17,33
426,2,5,13,24
427,2,6,14,26
428,3,8,19,36
429,2,6,14,26
430,2,6,16,30
431,1,1,2,5
432,4,10,24,41
433,2,4,11,22
434,1,2,4,8
435,4,9,22,39
436,3,7,18,35
437,1,1,1,3
438,1,2,4,10
439,1,1,1,1
440,1,2,6,13
441,1,1,2,5
442,3,7,18,34
443,2,6,14,25
444,5,13,29,47
445,3,8,19,36
446,2,6,16,29
447,2,5,13,24
448,1,1,1,3
449,1,1,1,4
450,2,6,16,29
451,1,1,1,1
452,1,1,1,2
453,1,2,5,11
454,4,11,25,42
455,2,4,11,22
456,3,7,18,34
457,2,4,10,20
458,1,2,4,9
459,2,4,9,18
460,1,1,2,5
461,3,8,20,37
462,1,2,4,9
463,2,4,9,18
464,5,13,29,47
465,2,6,15,28
466,2,4,11,22
467,2,6,14,26
468,3,8,20,37
469,1,2,5,12
470,2,6,16,30
471,4,11,25,42
472,2,6,15,27
473,2,4,10,21
474,1,1,3,7
475,1,2,5,12
476,5,12,27,45
477,2,6,14,26
478,1,3,7,15
479,2,4,10,20
480,2,6,15,28
481,2,6,14,26
482,3,7,17,33
483,1,2,6,13
484,3,7,17,31
485,2,4,10,21
486,5,12,27,45
487,1,2,4,8
488,1,1,3,7
489,2,4,11,22
490,2,5,13,24
491,3,7,17,33
492,2,4,9,19
493,4,11,26,43
494,2,5,12,23
495,1,1,3,7
496,1,1,2,6
497,5,12,28,46
498,1,1,3,7
499,5,12,27,45
500,1,2,6,14
501,1,1,2,5
502,1,3,7,15
503,2,6,16,29
504,2,4,10,21
505,3,8,20,37
506,2,6,16,29
507,2,4,9,19
508,2,6,16,30
509,5,12,28,46
510,2,4,10,20
511,1,2,4,8
512,2,4,10,20
513,4,10,23,40
514,1,2,5,11
515,5,12,27,45
516,2,6,15,28
517,2,6,16,29
518,1,3,7,15
519,5,12,27,44
520,1,1,1,2
521,1,3,7,15
522,2,4,10,20
523,2,5,12,23
524,2,5,12,23
525,1,1,3,7
526,1,2,5,11
527,1,1,2,5
528,2,6,15,27
529,1,3,8,17
530,2,6,15,27
531,2,6,15,28
532,3,7,17,33
533,2,6,14,26
534,3,7,17,31
535,2,6,15,28
536,3,7,17,31
537,2,6,16,29
538,1,3,7,15
539,1,2,5,12
540,4,9,21,38
541,1,3,8,17
542,2,6,14,26
543,1,2,4,10
544,2,4,10,21
545,2,6,14,25
546,2,6,16,30
547,2,6,14,25
548,1,3,8,17
549,5,12,28,46
550,2,6,14,25
551,4,9,21,38
552,3,7,18,35
553,2,6,15,27
554,4,11,25,42
555,1,1,3,7
556,5,12,27,44
557,4,10,23,40
558,2,5,13,24
559,3,7,18,35
560,2,6,14,25
561,1,2,6,13
562,4,9,21,38
563,1,2,5,12
564,1,3,7,15
565,2,6,14,25
566,4,10,23,40
567,2,4,9,19
568,2,5,13,24
569,1,1,1,2
570,1,1,2,6
571,1,1,1,3
572,1,1,1,4
573,4,10,24,41
574,4,10,23,40
575,4,9,22,39
576,1,1,1,3
577,1,1,1,4
578,1,2,6,14
579,2,6,15,27
580,1,3,7,16
581,2,5,12,23
582,1,2,4,9
583,3,7,18,35
584,1,3,7,15
585,1,1,1,4
586,3,7,18,35
587,4,11,26,43
588,1,1,1,1
589,2,4,10,21
590,4,9,22,39
591,3,7,18,34
592,4,10,24,41
593,2,4,10,20
594,2,4,9,18
595,3,7,18,34
596,1,2,4,8
597,1,2,5,12
598,2,6,16,29
599,3,7,17,32
600,1,1,2,6
601,2,5,13,24
602,2,4,9,18
603,2,5,13,24
604,5,12,28,46
605,1,1,1,4
606,5,13,29,47
607,2,4,11,22
608,3,8,20,37
609,2,4,10,20
610,1,3,7,15
611,3,8,20,37
612,3,7,17,33
613,1,1,3,7
614,3,7,18,34
615,3,8,19,36
616,2,4,9,19
617,5,12,27,44
618,3,7,17,31
619,1,3,7,16
620,1,1,1,1
621,3,7,17,32
622,1,2,4,10
623,3,8,19,36
624,2,6,14,25
625,2,4,11,22
626,1,2,4,8
627,3,7,18,34
628,1,2,4,8
629,2,4,10,20
630,4,10,23,40
631,5,12,27,44
632,5,13,29,47
633,5,12,28,46
634,2,6,15,27
635,1,2,4,10
636,4,10,23,40
637,4,9,21,38
638,5,13,29,47
639,3,7,17,31
640,1,1,3,7
641,2,5,13,24
642,2,4,11,22
643,4,10,23,40
644,2,4,9,19
645,1,3,7,16
646,1,1,1,4
647,4,10,23,40
648,3,8,19,36
649,1,1,1,2
650,2,4,10,21
651,2,5,12,23
652,2,5,12,23
653,5,12,27,44
654,1,2,4,8
655,1,3,7,15
656,1,2,4,9
657,1,2,5,12
658,4,11,26,43
659,5,12,27,45
660,1,1,1,3
661,2,6,16,30
662,1,2,5,11
663,1,2,4,10
664,1,2,6,14
665,1,2,4,10
666,2,5,13,24
667,5,13,29,47
668,2,6,15,28
669,3,7,18,34
670,2,5,13,24
671,1,1,1,1
672,1,1,1,4
673,1,2,6,13
674,1,2,5,12
675,4,10,23,40
676,4,10,23,40
677,4,10,24,41
678,2,6,16,30
679,2,6,15,27
680,3,7,17,31
681,2,4,10,20
682,3,7,17,32
683,4,9,21,38
684,3,8,19,36
685,2,6,16,29
686,1,1,1,3
687,3,7,18,35
688,2,4,9,18
689,3,7,18,35
690,2,6,14,26
691,4,11,25,42
692,1,3,7,16
693,5,12,27,44
694,4,10,23,40
695,1,3,7,16
696,2,5,12,23
697,2,6,14,25
698,3,8,20,37
699,3,7,17,33
700,4,10,24,41
701,2,4,9,18
702,2,5,13,24
703,2,4,10,21
704,4,11,26,43
705,1,3,7,15
706,2,6,15,28
707,1,1,2,6
708,4,10,23,40
709,2,4,9,19
710,1,3,8,17
711,2,6,15,28
712,2,5,13,24
713,4,10,23,40
714,2,6,14,25
715,2,6,14,25
716,1,1,2,5
717,1,1,1,2
718,2,4,9,19
719,5,13,29,47
720,5,12,27,44
721,2,6,16,30
722,2,6,16,30
723,2,4,9,19
724,1,2,4,9
725,1,1,1,1
726,1,3,7,16
727,1,3,7,15
728,1,2,4,10
729,1,2,6,13
730,1,1,1,2
731,2,6,16,29
732,5,12,27,44
733,3,7,17,33
734,2,4,11,22
735,2,4,10,20
736,1,3,7,15
737,1,1,3,7
738,2,6,16,29
739,2,6,15,27
740,1,1,1,1
741,2,4,10,20
742,1,2,6,14
743,1,2,4,9
744,3,7,18,34
745,2,6,14,25
746,2,6,16,30
747,3,7,18,34
748,5,13,29,47
749,4,9,21,38
750,2,6,16,30
751,4,11,25,42
752,2,5,12,23
753,5,13,29,47
754,3,8,19,36
755,3,7,17,31
756,4,11,26,43
757,2,6,14,25
758,3,7,18,34
759,1,2,6,14
760,5,12,28,46
761,2,6,16,30
762,3,8,20,37
763,2,4,11,22
764,4,10,24,41
765,1,1,1,4
766,1,1,2,6
767,2,5,13,24
768,3,7,18,35
769,4,9,22,39
770,2,4,10,21
771,3,7,17,31
772,2,6,14,26
773,5,12,28,46
774,3,7,17,31
775,2,4,10,20
776,5,12,28,46
777,1,1,2,6
778,5,13,29,47
779,1,2,4,8
780,1,2,6,14
781,4,9,22,39
782,3,7,18,35
783,5,12,28,46
784,3,8,19,36
785,2,6,16,30
786,1,3,8,17
787,1,1,1,1
788,1,1,2,6
789,1,2,6,14
790,1,1,1,2
791,2,5,13,24
792,3,8,20,37
793,5,12,28,46
794,2,5,13,24
795,4,11,25,42
796,5,13,29,47
797,4,10,24,41
798,2,4,11,22
799,1,3,7,16
800,5,12,28,46
801,1,2,5,12
802,2,4,10,20
803,1,1,1,4
804,4,9,21,38
805,3,7,17,31
806,1,1,1,4
807,1,2,5,11
808,2,6,15,27
809,2,6,14,26
810,4,9,21,38
811,1,2,6,13
812,5,12,27,44
813,2,4,10,21
814,4,9,22,39
815,1,2,5,12
816,1,1,1,2
817,1,1,1,3
818,2,4,9,18
819,5,12,27,45
820,1,1,1,3
821,2,4,9,18
822,1,1,2,6
823,5,12,27,44
824,3,7,17,32
825,3,8,19,36
826,3,7,18,34
827,3,7,17,31
828,3,8,20,37
829,1,1,1,1
830,4,10,24,41
831,3,7,18,35
832,3,7,18,35
833,2,4,9,19
834,4,9,21,38
835,2,4,9,18
836,1,1,1,3
837,4,11,26,43
838,1,2,5,12
839,1,1,2,5
840,2,6,16,30
841,1,2,5,11
842,4,10,24,41
843,2,4,10,21
844,1,1,1,1
845,5,12,27,45
846,2,6,14,25
847,1,2,6,13
848,3,7,17,32
849,2,6,14,25
850,1,1,1,2
851,3,8,19,36
852,2,4,9,19
853,3,7,17,33
854,4,11,26,43
855,2,6,16,29
856,3,7,17,32
857,1,2,5,12
858,1,2,5,12
859,2,4,10,20
860,4,10,24,41
861,2,6,14,25
862,1,3,8,17
863,3,8,20,37
864,4,10,24,41
865,4,11,26,43
866,1,3,7,15
867,3,7,18,34
868,2,6,15,28
869,2,4,11,22
870,2,4,9,19
871,1,1,2,6
872,1,2,6,13
873,2,6,14,26
874,4,11,25,42
875,4,10,24,41
876,1,2,4,9
877,3,7,17,32
878,1,1,1,4
879,3,7,17,32
880,1,3,8,17
881,2,4,11,22
882,3,7,18,34
883,2,4,10,20
884,4,9,21,38
885,2,6,14,26
886,5,13,29,47
887,2,6,16,30
888,1,2,6,14
889,3,8,20,37
890,2,4,10,20
891,2,6,14,26
892,1,1,3,7
893,1,1,2,6
894,2,6,15,28
895,1,2,4,9
896,5,13,29,47
897,4,10,24,41
898,3,7,17,33
899,3,7,18,35
900,2,6,15,28
901,1,1,1,3
902,2,4,9,19
903,2,5,13,24
904,5,12,27,44
905,1,2,5,11
906,2,5,13,24
907,1,3,8,17
908,1,1,3,7
909,1,1,2,5
910,2,4,9,18
911,1,1,1,4
912,1,1,1,4
913,1,3,8,17
914,1,2,4,10
915,2,6,15,27
916,1,1,1,1
917,1,3,7,15
918,2,4,11,22
919,5,12,28,46
920,2,6,16,30
921,4,11,25,42
922,1,3,8,17
923,2,4,11,22
924,2,4,10,20
925,4,11,25,42
926,5,12,28,46
927,5,12,28,46
928,3,8,19,36
929,2,5,13,24
930,2,6,14,26
931,5,13,29,47
932,1,2,6,14
933,1,3,8,17
934,4,11,26,43
935,2,4,9,19
936,1,2,5,12
937,2,6,15,27
938,1,3,7,16
939,4,11,25,42
940,4,11,26,43
941,1,3,7,15
942,2,6,14,25
943,5,13,29,47
944,3,7,18,35
945,1,2,5,11
946,2,6,15,28
947,2,6,16,30
948,3,7,17,31
949,1,1,1,2
950,1,3,7,15
951,4,10,24,41
952,1,2,5,12
953,1,3,7,15
954,1,3,7,16
955,1,2,4,9
956,1,2,4,8
957,1,3,8,17
958,4,11,25,42
959,1,1,1,1
960,1,2,6,14
961,1,1,1,3
962,2,6,15,27
963,1,2,5,12
964,4,9,21,38
965,2,6,15,28
966,3,8,20,37
967,2,6,16,30
968,2,4,10,21
969,4,10,24,41
970,2,5,12,23
971,5,12,27,45
972,5,13,29,47
973,2,6,15,28
974,3,7,17,32
975,1,2,6,13
976,4,9,22,39
977,3,7,17,32
978,4,11,26,43
979,1,2,6,13
980,4,9,21,38
981,2,5,12,23
982,1,2,4,9
983,1,2,4,9
984,2,6,15,27
985,1,3,7,16
986,1,1,2,5
987,2,4,10,21
988,3,7,17,31
989,1,3,7,15
990,5,12,27,45
991,3,8,20,37
992,2,6,14,25
993,5,12,27,44
994,2,4,10,21
995,1,1,3,7
996,1,1,1,2
997,5,12,27,45
998,5,12,28,46
999,3,7,18,35
1000,1,1,2,5
1001,1,2,6,14
1002,1,1,1,2
1003,1,1,1,3
1004,1,2,5,12
1005,2,6,15,27
1006,1,1,1,4
1007,5,13,29,47
1008,2,4,11,22
1009,1,2,6,13
1010,2,6,14,25
1011,4,9,21,38
1012,1,3,7,15
1013,1,1,1,3
1014,1,1,1,3
1015,4,10,24,41
1016,1,1,2,6
1017,2,6,16,30
1018,2,4,9,19
1019,3,8,20,37
1020,1,1,1,3
1021,4,11,26,43
1022,3,7,17,33
1023,2,4,11,22
1024,1,2,4,10
1025,5,12,28,46
1026,1,3,7,15
1027,2,5,13,24
1028,2,4,9,19
1029,1,2,5,11
1030,2,4,10,20
1031,1,2,4,8
1032,1,1,1,1
1033,1,2,6,14
1034,1,1,2,6
1035,2,4,10,20
1036,4,10,24,41
1037,1,2,4,8
1038,1,1,1,1
1039,1,1,2,6
1040,2,5,13,24
1041,1,2,6,13
1042,2,5,13,24
1043,1,1,1,2
1044,1,3,7,16
1045,2,4,10,20
1046,2,4,10,21
1047,2,6,14,26
1048,3,8,20,37
1049,2,4,11,22
1050,4,10,23,40
1051,2,6,14,25
1052,1,2,6,13
1053,1,2,5,11
1054,1,3,7,16
1055,2,6,16,29
1056,1,2,5,12
1057,4,11,26,43
1058,2,5,12,23
1059,4,10,24,41
1060,3,7,17,33
1061,1,3,7,16
1062,1,2,5,11
1063,3,7,18,35
1064,1,3,7,16
1065,1,2,5,12
1066,5,12,27,44
1067,2,5,12,23
1068,1,1,1,3
1069,2,5,13,24
1070,2,4,11,22
1071,4,10,24,41
1072,3,7,18,34
1073,1,2,4,9
1074,1,2,4,8
1075,2,6,16,29
1076,1,1,1,3
1077,1,3,7,15
1078,1,1,3,7
1079,1,1,1,1
1080,5,12,27,44
1081,1,1,2,5
1082,1,1,1,1
1083,5,12,27,44
1084,1,2,4,9
1085,4,9,22,39
1086,1,1,1,2
1087,1,2,4,8
1088,1,1,2,6
1089,3,7,18,34
1090,2,6,16,30
1091,2,5,12,23
1092,1,2,5,12
1093,1,1,2,5
1094,2,6,15,27
1095,1,2,5,11
1096,2,6,15,28
1097,3,7,17,33
1098,4,10,23,40
1099,2,5,13,24
1100,1,1,1,1
1101,1,2,6,14
1102,4,10,24,41
1103,2,6,14,26
1104,2,6,16,30
1105,2,4,11,22
1106,1,2,4,8
1107,4,11,26,43
1108,3,8,20,37
1109,5,13,29,47
1110,4,10,24,41
1111,1,2,6,14
1112,1,2,5,12
1113,1,2,5,12
1114,5,12,27,44
1115,2,6,15,27
1116,2,4,11,22
1117,5,12,28,46
1118,2,6,16,29
1119,4,11,26,43
1120,5,13,29,47
1121,1,1,1,4
1122,1,3,8,17
1123,3,7,18,35
1124,4,9,22,39
1125,1,1,3,7
1126,1,3,7,15
1127,2,6,14,26
1128,4,9,21,38
1129,1,1,2,6
1130,2,6,16,29
1131,1,2,6,14
1132,1,2,5,11
1133,2,6,14,25
1134,2,4,10,20
1135,2,6,16,30
1136,1,3,7,15
1137,4,9,22,39
1138,1,1,1,4
1139,4,10,24,41
1140,1,1,1,2
1141,3,7,18,35
1142,1,3,8,17
1143,2,4,9,19
1144,1,1,1,1
1145,3,7,17,33
1146,1,2,4,8
1147,3,7,17,31
1148,3,7,18,35
1149,4,10,23,40
1150,3,7,18,34
1151,1,3,7,15
1152,3,7,18,35
1153,4,9,22,39
1154,1,3,7,15
1155,1,1,2,6
1156,4,11,25,42
1157,1,1,3,7
1158,2,6,15,28
1159,1,2,5,12
1160,1,1,2,6
1161,3,8,20,37
1162,1,1,3,7
1163,3,7,17,32
1164,3,7,17,33
1165,1,1,1,3
1166,1,2,4,9
1167,4,9,21,38
1168,2,5,13,24
1169,1,1,2,6
1170,5,13,29,47
1171,1,2,6,13
1172,1,1,1,1
1173,5,12,27,44
1174,1,1,1,1
1175,2,6,15,27
1176,5,13,29,47
1177,2,6,15,28
1178,2,6,15,28
1179,2,4,9,19
1180,1,1,2,6
1181,2,6,15,27
1182,4,11,26,43
1183,1,1,2,5
1184,4,11,25,42
1185,2,4,10,20
1186,2,6,14,26
1187,1,2,4,8
1188,2,6,16,30
1189,1,2,4,9
1190,1,2,6,13
1191,3,7,18,34
1192,1,1,1,3
1193,2,4,11,22
1194,2,6,15,28
1195,1,1,3,7
1196,1,2,6,14
1197,1,3,8,17
1198,3,7,17,32
1199,5,12,28,46
1200,4,10,23,40
1201,1,2,4,9
1202,1,1,1,1
1203,1,1,1,3
1204,2,6,15,28
1205,1,2,4,8
1206,1,2,5,11
1207,4,10,23,40
1208,4,11,25,42
1209,4,10,23,40
1210,1,2,5,12
1211,2,6,16,30
1212,2,6,16,29
1213,1,2,4,9
1214,2,6,15,27
1215,2,6,14,25
1216,2,4,9,19
1217,3,8,19,36
1218,3,7,17,32
1219,2,6,14,26
1220,3,7,18,35
1221,3,8,19,36
1222,2,6,15,27
1223,1,2,6,13
1224,3,8,19,36
1225,3,7,18,34
1226,5,13,29,47
1227,1,2,4,8
1228,2,4,10,20
1229,5,12,27,44
1230,2,6,14,25
1231,5,12,27,45
1232,1,1,1,1
1233,1,1,1,2
1234,4,9,21,38
1235,1,3,8,17
1236,2,6,14,25
1237,2,4,10,21
1238,2,4,10,20
1239,5,12,27,45
1240,1,1,2,5
1241,3,8,20,37
1242,4,11,25,42
1243,3,7,17,31
1244,2,4,9,19
1245,1,2,4,8
1246,3,7,17,33
1247,2,5,12,23
1248,1,2,4,8
1249,1,3,8,17
1250,5,12,28,46
1251,1,2,6,13
1252,1,2,4,9
1253,3,7,17,33
1254,1,2,4,10
1255,5,12,27,44
1256,4,10,24,41
1257,5,13,29,47
1258,4,11,26,43
1259,1,2,5,12
1260,1,2,4,10
1261,1,3,8,17
1262,2,5,12,23
1263,4,11,25,42
1264,3,7,18,35
1265,3,7,17,31
1266,4,11,25,42
1267,3,7,17,31
1268,2,4,9,18
1269,2,4,10,20
1270,2,6,14,25
1271,1,1,2,5
1272,3,7,18,35
1273,3,7,17,31
1274,3,7,18,35
1275,2,6,14,26
1276,3,8,20,37
1277,5,12,27,45
1278,2,6,15,27
1279,2,4,10,21
1280,1,1,2,5
1281,3,8,20,37
1282,4,11,26,43
1283,3,7,17,33
1284,4,10,24,41
1285,4,10,24,41
1286,4,9,21,38
1287,2,5,13,24
1288,1,1,2,5
1289,1,1,1,1
1290,1,2,4,10
1291,2,4,10,21
1292,3,7,18,35
1293,2,4,11,22
1294,1,1,1,2
1295,1,2,4,10
1296,5,13,29,47
1297,5,13,29,47
1298,2,4,9,18
1299,4,9,21,38
1300,3,7,18,34
1301,5,12,27,44
1302,4,11,25,42
1303,2,6,16,30
1304,2,4,9,19
1305,2,6,16,30
1306,1,3,7,15
1307,1,3,8,17
1308,2,6,16,29
1309,2,6,15,27
1310,2,6,15,28
1311,2,4,9,19
1312,2,4,10,20
1313,1,1,1,1
1314,2,6,16,29
1315,2,6,15,28
1316,5,12,27,44
1317,2,5,13,24
1318,2,4,11,22
1319,1,1,1,4
1320,1,2,4,10
1321,1,3,7,16
1322,2,4,9,18
1323,2,4,9,18
1324,2,4,9,19
1325,3,8,20,37
1326,1,1,3,7
1327,1,3,7,16
1328,1,2,4,8
1329,1,3,7,15
1330,3,7,17,33
1331,1,1,1,3
1332,1,3,7,16
1333,1,1,1,2
1334,5,12,27,45
1335,3,7,18,35
1336,1,2,5,12
1337,1,2,4,10
1338,1,1,2,5
1339,2,5,12,23
1340,3,8,19,36
1341,2,6,15,28
1342,4,11,25,42
1343,1,3,8,17
1344,1,2,6,14
1345,2,5,12,23
1346,1,2,4,10
1347,5,12,28,46
1348,1,2,4,9
1349,2,5,12,23
1350,2,6,14,25
1351,1,1,1,3
1352,2,5,12,23
1353,2,4,11,22
1354,1,2,6,13
1355,1,1,3,7
1356,1,1,1,3
1357,1,1,1,1
1358,2,5,12,23
1359,1,1,2,5
