TransactionId,UserId,VisitYear,VisitMonth,VisitModeId,AttractionId,Rating
196,11,2022,5,5,77,5.0
197,1136,2020,5,4,76,1.0
198,1574,2020,12,4,129,5.0
199,1873,2019,1,4,99,2.0
200,662,2021,4,3,23,4.0
201,1762,2023,9,5,29,3.0
202,1758,2023,11,2,52,3.0
203,1977,2024,6,3,15,3.0
204,747,2022,9,4,104,2.0
205,1702,2024,3,4,75,5.0
206,1131,2023,12,3,7,2.0
207,117,2023,7,4,61,2.0
208,541,2022,9,3,125,4.0
209,1345,2019,3,2,137,3.0
210,322,2021,6,5,145,4.0
211,870,2024,9,3,139,3.0
212,1550,2023,5,4,92,3.0
213,300,2019,12,4,140,4.0
214,994,2019,10,1,144,4.0
215,430,2022,2,4,96,3.0
216,1073,2024,11,2,62,2.0
217,482,2023,5,4,145,3.0
218,1931,2024,8,4,63,5.0
219,154,2019,5,4,25,4.0
220,1928,2024,9,5,16,3.0
221,1584,2019,6,3,86,4.0
222,1712,2024,6,2,6,4.0
223,1704,2024,7,3,18,4.0
224,376,2022,3,3,37,4.0
225,1863,2022,6,2,80,3.0
226,1189,2021,1,2,72,4.0
227,1925,2022,1,3,77,5.0
228,1757,2023,8,4,77,3.0
229,1160,2020,4,3,150,3.0
230,749,2020,9,4,33,5.0
231,235,2024,10,3,72,4.0
232,203,2024,8,5,92,5.0
233,780,2022,6,4,42,5.0
234,1622,2020,7,2,28,4.0
235,1011,2024,10,3,7,
236,964,2024,5,5,49,2.0
237,489,2020,6,5,39,4.0
238,1129,2022,3,3,30,2.0
239,1277,2021,3,4,41,4.0
240,1965,2024,1,5,105,5.0
241,1459,2023,1,2,125,4.0
242,1215,2021,2,3,78,4.0
243,1821,2024,10,4,10,5.0
244,850,2022,8,1,111,5.0
245,1870,2021,2,4,23,4.0
246,740,2024,10,2,9,4.0
247,256,2021,10,3,86,3.0
248,836,2021,11,2,64,4.0
249,258,2021,12,4,47,4.0
250,237,2020,2,2,146,3.0
251,1763,2020,7,3,14,3.0
252,1590,2019,10,2,9,2.0
253,443,2023,3,1,89,3.0
254,1676,2022,8,4,63,2.0
255,138,2024,2,2,121,3.0
256,569,2022,4,2,7,3.0
257,1413,2019,12,1,63,4.0
258,608,2022,9,3,22,3.0
259,1462,2020,4,2,7,4.0
260,1749,2019,12,3,70,4.0
261,133,2022,3,4,111,4.0
262,48,2019,5,1,24,4.0
263,1881,2021,6,2,127,4.0
264,1041,2024,8,2,78,1.0
265,1013,2020,4,4,73,3.0
266,928,2023,4,1,139,5.0
267,868,2021,9,4,50,4.0
268,1381,2019,3,5,31,3.0
269,1160,2020,2,1,118,4.0
270,327,2019,2,2,17,4.0
271,1254,2019,4,4,131,5.0
272,1337,2019,1,5,124,3.0
273,228,2024,1,2,147,3.0
274,754,2023,9,3,70,3.0
275,1582,2021,7,4,94,3.0
276,1238,2023,2,3,133,3.0
277,273,2020,4,3,20,4.0
278,81,2022,9,3,46,4.0
279,1163,2020,10,5,71,3.0
280,924,2022,11,3,95,5.0
281,1923,2021,3,3,102,3.0
282,1045,2024,11,3,139,4.0
283,1863,2024,6,2,74,2.0
284,429,2021,4,3,26,4.0
285,895,2019,7,1,29,4.0
286,280,2020,2,3,121,3.0
287,1149,2020,6,3,70,2.0
288,377,2021,6,4,95,4.0
289,985,2022,8,4,85,3.0
290,689,2024,3,3,122,5.0
291,372,2019,1,3,33,3.0
292,194,2022,5,2,26,5.0
293,1025,2020,12,2,111,5.0
294,1895,2022,7,1,66,4.0
295,398,2022,7,1,123,3.0
296,810,2023,8,4,20,3.0
297,450,2022,7,5,41,4.0
298,1618,2020,3,3,145,4.0
299,830,2024,12,1,127,2.0
300,1949,2021,3,1,10,3.0
301,491,2021,8,1,123,4.0
302,162,2022,11,4,10,5.0
303,1166,2020,8,3,19,5.0
304,1304,2024,12,4,135,3.0
305,1982,2019,3,2,19,3.0
306,1743,2019,8,3,46,4.0
307,1769,2024,2,3,21,4.0
308,1269,2021,7,1,90,5.0
309,720,2024,3,3,9,3.0
310,859,2024,8,4,44,3.0
311,268,2024,4,1,49,3.0
312,863,2023,2,1,98,3.0
313,729,2023,11,3,75,3.0
314,72,2022,11,5,29,2.0
315,409,2023,3,5,70,2.0
316,1070,2020,3,1,69,4.0
317,739,2023,1,4,54,4.0
318,1988,2020,9,4,81,3.0
319,958,2021,11,4,49,4.0
320,1918,2021,3,1,51,2.0
321,1322,2023,6,5,118,3.0
322,81,2020,9,4,38,4.0
323,407,2020,6,3,50,4.0
324,1412,2023,10,1,22,3.0
325,1091,2021,10,2,105,5.0
326,604,2023,9,2,106,3.0
327,1045,2024,9,4,102,4.0
328,1806,2024,6,4,26,5.0
329,778,2021,5,5,68,3.0
330,91,2020,8,3,44,4.0
331,622,2024,2,5,115,4.0
332,1872,2020,8,4,51,2.0
333,1524,2023,1,1,63,4.0
334,1675,2023,9,2,69,3.0
335,1824,2021,8,4,115,2.0
336,236,2019,6,3,106,3.0
337,566,2021,4,2,123,3.0
338,120,2019,7,4,65,5.0
339,10,2021,8,2,123,3.0
340,1670,2021,9,3,131,5.0
341,1874,2022,12,5,79,3.0
342,312,2020,3,2,102,4.0
343,1445,2024,1,1,137,3.0
344,1070,2019,8,3,126,2.0
345,139,2024,2,4,42,5.0
346,1832,2020,2,2,108,4.0
347,1743,2021,4,3,67,3.0
348,1135,2024,9,3,23,4.0
349,1416,2022,1,4,56,4.0
350,795,2019,5,3,147,3.0
351,1586,2022,2,2,144,4.0
352,891,2022,11,2,118,4.0
353,1979,2024,10,2,149,4.0
354,127,2022,2,1,86,4.0
355,345,2024,4,1,114,3.0
356,1938,2022,6,4,25,2.0
357,578,2020,6,4,45,3.0
358,622,2022,3,2,26,3.0
359,1583,2024,6,4,141,4.0
360,379,2019,11,3,93,3.0
361,1028,2021,3,4,140,4.0
362,573,2019,2,4,63,3.0
363,396,2024,5,2,61,4.0
364,1929,2022,6,3,102,4.0
365,400,2023,4,2,86,3.0
366,189,2024,2,5,56,5.0
367,1348,2023,2,2,48,3.0
368,1735,2021,10,3,77,3.0
369,255,2024,2,2,12,5.0
370,1416,2021,4,2,29,3.0
371,1082,2024,10,2,7,3.0
372,1661,2024,8,4,24,3.0
373,254,2020,1,2,30,3.0
374,1952,2023,3,2,12,4.0
375,1239,2023,6,1,9,3.0
376,1685,2023,5,2,123,3.0
377,724,2020,12,2,28,3.0
378,1887,2022,2,3,84,5.0
379,1253,2019,1,3,15,3.0
380,254,2024,7,5,143,1.0
381,1846,2024,12,3,36,5.0
382,1592,2022,1,1,113,3.0
383,601,2019,10,4,97,3.0
384,1092,2022,12,1,116,3.0
385,777,2021,5,4,95,3.0
386,1087,2023,5,3,77,3.0
387,1931,2019,12,1,116,3.0
388,1798,2021,8,5,123,4.0
389,432,2021,7,3,57,3.0
390,1944,2024,4,4,142,1.0
391,876,2020,12,3,149,2.0
392,1410,2024,4,3,109,4.0
393,1529,2024,5,2,140,3.0
394,966,2022,11,2,16,4.0
395,914,2020,7,4,82,3.0
396,913,2020,10,1,98,4.0
397,1726,2019,12,3,140,4.0
398,773,2023,8,2,19,2.0
399,560,2023,2,3,121,2.0
400,724,2020,10,2,12,2.0
401,390,2023,8,2,54,5.0
402,784,2022,3,3,104,2.0
403,229,2023,2,4,44,3.0
404,180,2019,12,5,126,4.0
405,1448,2020,2,2,140,4.0
406,155,2023,6,3,24,3.0
407,1137,2021,12,2,39,2.0
408,1560,2024,11,3,12,3.0
409,1449,2024,11,2,107,3.0
410,893,2019,9,1,133,1.0
411,388,2021,6,3,91,4.0
412,1862,2023,4,1,20,4.0
413,1671,2019,11,1,27,3.0
414,1225,2024,7,4,6,5.0
415,174,2019,5,4,74,3.0
416,71,2019,12,3,109,4.0
417,631,2022,5,1,23,4.0
418,316,2020,1,2,128,4.0
419,1721,2022,8,2,38,2.0
420,412,2021,6,4,78,3.0
421,566,2020,8,4,101,4.0
422,1952,2024,8,2,81,3.0
423,1637,2019,8,3,72,4.0
424,438,2021,5,2,51,3.0
425,768,2020,4,4,65,3.0
426,1032,2019,4,2,36,4.0
427,1329,2020,12,4,45,3.0
428,1873,2020,9,4,114,3.0
429,1743,2021,5,2,133,
430,1955,2021,11,4,128,3.0
431,82,2019,10,4,50,2.0
432,473,2019,7,3,49,5.0
433,1127,2019,10,1,9,3.0
434,99,2022,12,2,42,3.0
435,711,2024,7,1,88,4.0
436,308,2019,2,3,41,4.0
437,1866,2019,6,2,111,
438,127,2023,3,4,8,4.0
439,297,2023,9,3,62,5.0
440,391,2023,2,3,43,2.0
441,298,2020,6,5,75,4.0
442,1138,2024,6,3,4,2.0
443,729,2022,5,2,63,3.0
444,1825,2019,8,5,119,4.0
445,522,2019,7,3,129,3.0
446,1075,2022,3,3,39,
447,1321,2023,10,2,65,4.0
448,1252,2023,6,3,104,2.0
449,1593,2022,2,4,70,4.0
450,404,2022,9,3,82,5.0
451,1015,2023,5,2,52,1.0
452,1602,2019,8,5,126,4.0
453,1727,2021,10,3,95,3.0
454,1236,2019,8,4,145,3.0
455,1304,2024,12,1,117,2.0
456,1729,2022,8,3,56,4.0
457,1250,2023,5,5,50,3.0
458,1898,2021,12,3,14,5.0
459,256,2024,7,1,94,3.0
460,696,2024,9,4,113,3.0
461,225,2022,4,1,54,2.0
462,182,2024,11,2,4,5.0
463,944,2022,12,2,124,5.0
464,452,2023,12,2,34,5.0
465,815,2020,5,1,88,5.0
466,876,2024,11,3,8,3.0
467,1242,2020,9,4,10,4.0
468,1892,2023,2,2,135,4.0
469,1699,2022,12,3,101,4.0
470,757,2019,7,3,1,3.0
471,652,2023,7,5,16,3.0
472,1542,2019,5,4,74,2.0
473,248,2022,11,5,103,3.0
474,1081,2023,2,4,64,3.0
475,847,2019,5,3,131,3.0
476,366,2021,7,1,98,4.0
477,1233,2022,3,4,93,3.0
478,642,2024,3,4,44,3.0
479,372,2021,8,2,103,3.0
480,1307,2019,7,2,132,4.0
481,349,2019,10,3,8,3.0
482,1346,2020,10,2,111,4.0
483,325,2024,1,5,132,3.0
484,870,2023,5,2,65,4.0
485,1616,2021,11,2,115,2.0
486,458,2024,12,1,54,3.0
487,1536,2024,2,3,29,3.0
488,1444,2024,10,4,123,3.0
489,1806,2019,3,3,47,3.0
490,338,2019,10,2,114,3.0
491,1431,2023,6,5,48,3.0
492,1874,2021,2,2,60,3.0
493,1527,2019,3,1,103,3.0
494,376,2022,12,2,52,3.0
495,1645,2021,10,3,122,2.0
496,215,2024,1,3,6,3.0
497,1178,2022,12,3,2,4.0
498,996,2020,11,1,13,4.0
499,1063,2024,7,4,39,3.0
500,1040,2022,1,2,9,2.0
501,63,2020,6,2,58,3.0
502,1017,2019,2,3,4,4.0
503,1874,2022,5,3,114,4.0
504,874,2023,4,5,23,3.0
505,554,2024,9,3,146,2.0
506,1990,2019,9,2,129,4.0
507,198,2021,3,5,105,4.0
508,973,2024,11,3,120,3.0
509,1026,2022,9,3,117,3.0
510,956,2019,8,1,127,2.0
511,1844,2024,10,2,84,4.0
512,844,2023,9,5,94,5.0
513,1947,2021,10,5,71,3.0
514,134,2023,4,5,94,5.0
515,1468,2022,9,4,58,3.0
516,1186,2020,12,3,19,3.0
517,482,2023,10,3,140,3.0
518,456,2020,5,1,105,2.0
519,1440,2020,8,4,106,3.0
520,1276,2022,11,4,43,
521,1223,2019,8,4,116,5.0
522,102,2022,10,2,78,3.0
523,1196,2022,11,2,12,4.0
524,1963,2023,5,4,144,3.0
525,35,2019,5,5,149,4.0
526,939,2022,5,3,131,4.0
527,989,2021,5,1,72,3.0
528,1794,2020,9,5,35,5.0
529,566,2021,6,3,2,3.0
530,952,2024,12,3,111,5.0
531,1435,2023,9,5,134,4.0
532,121,2019,9,3,16,3.0
533,1603,2024,12,3,103,3.0
534,1645,2022,11,4,5,3.0
535,1440,2019,1,3,117,5.0
536,1297,2024,12,2,5,3.0
537,1496,2022,11,2,147,4.0
538,1564,2024,4,4,26,3.0
539,1807,2019,3,2,61,4.0
540,857,2020,7,5,105,4.0
541,913,2024,12,3,127,2.0
542,1276,2020,8,3,55,4.0
543,387,2022,7,1,148,5.0
544,1713,2022,3,3,3,3.0
545,1542,2024,11,2,71,
546,1263,2021,10,4,149,4.0
547,604,2023,1,1,42,5.0
548,696,2023,4,3,81,3.0
549,870,2023,11,4,67,4.0
550,1326,2022,9,3,60,4.0
551,1557,2019,5,4,116,3.0
552,1344,2020,7,4,78,4.0
553,1860,2022,2,3,108,3.0
554,1922,2021,11,2,78,3.0
555,1410,2020,8,2,150,4.0
556,742,2023,7,1,71,5.0
557,1199,2021,8,2,120,3.0
558,851,2023,8,3,92,4.0
559,1259,2022,6,4,121,2.0
560,1625,2021,3,3,133,3.0
561,739,2019,6,2,34,4.0
562,1012,2019,10,4,46,4.0
563,92,2022,1,3,46,4.0
564,1474,2021,5,2,74,3.0
565,980,2023,10,1,74,3.0
566,920,2022,7,4,1,2.0
567,1065,2020,1,3,135,4.0
568,431,2023,11,3,129,4.0
569,1196,2022,1,4,91,4.0
570,1491,2024,6,3,46,5.0
571,700,2024,2,2,124,1.0
572,263,2024,4,3,41,3.0
573,774,2019,5,1,46,5.0
574,398,2022,4,2,150,5.0
575,748,2019,11,3,139,4.0
576,1254,2024,7,1,88,3.0
577,227,2023,5,4,26,4.0
578,1495,2020,4,1,19,2.0
579,450,2022,6,2,145,3.0
580,1790,2022,5,3,40,4.0
581,1465,2022,10,3,103,4.0
582,546,2022,3,2,53,4.0
583,1127,2024,9,4,75,4.0
584,222,2023,6,3,148,4.0
585,200,2021,4,2,89,3.0
586,1913,2023,6,1,65,5.0
587,1605,2019,2,5,63,5.0
588,309,2020,7,3,35,4.0
589,566,2019,9,2,84,3.0
590,396,2024,8,2,86,4.0
591,791,2019,1,3,15,4.0
592,583,2024,8,2,61,2.0
593,657,2023,1,2,97,5.0
594,1059,2024,5,4,9,3.0
595,379,2023,8,4,147,3.0
596,1766,2021,11,2,130,4.0
597,1456,2023,12,2,96,3.0
598,1522,2024,7,2,3,3.0
599,339,2024,3,5,78,4.0
600,1417,2023,10,3,135,5.0
601,1673,2023,5,2,4,4.0
602,351,2022,7,3,119,2.0
603,1503,2024,3,3,126,4.0
604,716,2021,5,1,12,4.0
605,1576,2022,6,5,35,4.0
606,957,2024,9,1,109,4.0
607,1605,2020,11,3,137,3.0
608,295,2023,3,3,116,3.0
609,779,2019,7,3,79,4.0
610,547,2022,12,1,91,3.0
611,497,2019,1,3,79,4.0
612,617,2024,7,4,87,5.0
613,765,2024,10,4,116,5.0
614,255,2020,2,2,8,3.0
615,1415,2019,9,1,32,5.0
616,1101,2022,6,5,9,3.0
617,1659,2024,8,3,120,4.0
618,1411,2020,9,3,110,4.0
619,299,2024,2,4,8,2.0
620,140,2021,1,2,16,3.0
621,846,2021,4,5,40,3.0
622,963,2021,4,3,37,3.0
623,481,2020,4,4,78,3.0
624,1565,2021,12,3,75,4.0
625,1164,2020,9,4,54,4.0
626,1496,2021,5,2,25,4.0
627,219,2020,8,1,98,4.0
628,1631,2019,2,2,119,3.0
629,413,2021,3,4,97,3.0
630,897,2019,2,3,122,3.0
631,879,2020,6,3,138,2.0
632,1642,2023,8,2,127,3.0
633,554,2019,7,3,98,4.0
634,482,2020,7,3,8,3.0
635,680,2023,2,3,51,4.0
636,722,2019,8,4,65,3.0
637,364,2023,7,2,107,5.0
638,353,2019,12,3,128,4.0
639,463,2019,3,2,97,3.0
640,935,2020,1,2,55,3.0
641,687,2024,6,2,119,5.0
642,785,2019,3,4,105,3.0
643,1439,2019,3,1,120,3.0
644,482,2024,3,2,89,3.0
645,1820,2022,9,3,98,4.0
646,1504,2022,6,3,53,4.0
647,350,2019,11,4,60,4.0
648,628,2021,2,4,42,3.0
649,368,2022,12,3,39,2.0
650,546,2022,5,2,98,5.0
651,731,2022,7,1,58,3.0
652,262,2019,10,2,21,4.0
653,29,2024,6,3,6,3.0
654,878,2023,2,1,130,4.0
655,1402,2020,3,4,66,5.0
656,606,2024,11,5,87,2.0
657,1721,2020,1,4,136,4.0
658,739,2019,11,3,17,3.0
659,1802,2024,9,4,141,4.0
660,472,2019,7,2,106,5.0
661,1079,2019,4,5,97,3.0
662,1527,2022,11,2,65,1.0
663,119,2020,1,3,106,2.0
664,1861,2019,9,1,31,3.0
665,730,2019,3,3,46,5.0
666,996,2019,5,2,145,3.0
667,1257,2024,1,1,42,5.0
668,1286,2023,7,3,108,2.0
669,48,2024,2,1,140,3.0
670,1735,2022,2,2,89,4.0
671,1248,2022,4,4,45,4.0
672,1998,2020,6,1,128,2.0
673,944,2024,12,3,124,2.0
674,1228,2023,10,1,82,4.0
675,883,2022,5,4,18,3.0
676,1780,2019,8,5,67,5.0
677,1665,2023,10,3,65,4.0
678,1818,2020,5,5,29,2.0
679,1009,2020,10,3,61,4.0
680,1583,2023,8,3,24,4.0
681,718,2024,9,2,104,2.0
682,922,2022,12,5,65,3.0
683,1521,2019,5,4,110,3.0
684,163,2022,1,1,69,5.0
685,1421,2024,7,1,108,4.0
686,32,2023,4,2,110,1.0
687,1162,2020,1,2,25,3.0
688,955,2022,2,2,67,5.0
689,938,2020,7,5,113,3.0
690,989,2024,12,4,89,2.0
691,984,2024,5,3,34,3.0
692,815,2022,7,2,125,4.0
693,903,2019,3,3,30,5.0
694,1137,2021,2,5,150,4.0
695,1527,2019,10,4,107,4.0
696,1105,2023,8,4,49,3.0
697,1286,2023,3,4,30,3.0
698,1674,2020,7,3,136,2.0
699,1980,2024,7,1,79,5.0
700,218,2023,1,4,121,3.0
701,1426,2024,4,3,125,3.0
702,451,2020,11,4,11,2.0
703,394,2020,5,4,103,4.0
704,1587,2021,9,2,51,3.0
705,138,2020,8,2,137,5.0
706,1696,2023,1,4,33,4.0
707,1542,2021,12,3,6,5.0
708,1990,2022,12,2,100,4.0
709,1336,2020,9,3,83,3.0
710,1746,2019,2,2,84,4.0
711,238,2024,11,3,40,2.0
712,1780,2021,1,3,75,4.0
713,321,2019,7,3,145,4.0
714,629,2023,6,5,115,2.0
715,257,2019,9,2,148,4.0
716,804,2024,2,5,50,3.0
717,1498,2021,11,4,131,5.0
718,537,2021,7,4,58,5.0
719,1645,2020,4,4,141,4.0
720,1213,2019,4,1,130,4.0
721,1258,2021,9,3,25,5.0
722,1878,2021,3,1,146,3.0
723,864,2021,4,3,92,3.0
724,690,2021,12,1,117,3.0
725,1990,2022,11,1,87,4.0
726,1115,2019,4,5,33,5.0
727,1230,2021,7,5,148,3.0
728,593,2024,5,3,17,2.0
729,431,2024,3,3,122,3.0
730,340,2022,4,4,32,4.0
731,448,2021,2,5,118,4.0
732,391,2021,11,1,64,5.0
733,1494,2023,3,1,36,3.0
734,116,2021,3,5,36,2.0
735,1259,2024,8,1,48,5.0
736,1899,2019,2,4,136,2.0
737,1532,2022,12,3,116,4.0
738,806,2022,11,3,101,2.0
739,119,2021,5,1,95,4.0
740,1669,2021,3,4,63,4.0
741,7,2019,2,3,136,2.0
742,1363,2021,11,5,42,
743,1342,2021,6,3,142,3.0
744,384,2022,7,5,58,2.0
745,1480,2022,2,2,52,3.0
746,351,2021,10,2,72,2.0
747,452,2022,7,5,113,3.0
748,1624,2022,1,1,108,3.0
749,1959,2019,1,2,116,4.0
750,530,2024,12,1,14,4.0
751,1843,2024,1,4,25,3.0
752,1827,2021,4,4,128,3.0
753,1539,2023,1,5,148,5.0
754,281,2021,1,1,20,3.0
755,599,2019,10,2,136,4.0
756,1356,2024,10,2,40,3.0
757,1999,2020,4,5,147,3.0
758,1629,2021,3,3,150,3.0
759,841,2022,3,2,96,5.0
760,471,2021,5,2,29,2.0
761,1921,2020,10,2,119,4.0
762,553,2023,8,4,16,5.0
763,685,2021,6,3,51,3.0
764,1930,2022,1,3,96,5.0
765,1124,2022,2,3,11,4.0
766,530,2024,3,1,59,3.0
767,11,2021,3,3,120,2.0
768,860,2021,6,4,14,3.0
769,1973,2024,11,2,56,4.0
770,866,2021,6,3,1,3.0
771,1400,2020,4,4,99,4.0
772,507,2019,7,3,12,3.0
773,1552,2020,1,3,43,2.0
774,1552,2020,9,4,79,3.0
775,1217,2020,1,2,33,4.0
776,1544,2022,5,2,35,5.0
777,1158,2022,12,3,126,4.0
778,757,2020,5,2,117,4.0
779,1476,2021,9,3,13,3.0
780,1671,2021,4,4,129,4.0
781,1683,2019,11,1,71,3.0
782,427,2020,5,5,22,4.0
783,1354,2023,3,5,137,4.0
784,9,2019,1,1,51,4.0
785,1144,2020,4,3,49,3.0
786,1143,2021,7,2,22,4.0
787,727,2019,1,5,133,5.0
788,1989,2022,3,3,44,4.0
789,1766,2023,5,4,89,4.0
790,78,2021,9,5,36,4.0
791,418,2020,8,3,135,3.0
792,416,2023,1,4,119,4.0
793,1796,2020,1,2,76,4.0
794,1038,2019,1,2,52,2.0
795,1458,2019,4,3,99,3.0
796,1620,2019,4,4,75,5.0
797,1536,2024,2,1,142,5.0
